#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 2 (=DEEPSEA)
# Vessel types: 3,4
# Vessel count: 12,8
# Number of cargoes: 80
# Cargo sizes: 2
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 3 (out of 5)
#----------------------------------------------------------------

# number of ports
86
# number of vessels
20
# for each vessel: vessel index, home port, starting time, capacity
1,13,0,130000
2,78,0,130000
3,73,0,130000
4,41,0,130000
5,33,491,130000
6,45,755,130000
7,41,0,130000
8,30,40,130000
9,24,756,130000
10,62,0,130000
11,58,0,130000
12,72,117,130000
13,62,0,71000
14,72,0,71000
15,75,0,71000
16,12,0,71000
17,19,0,71000
18,56,669,71000
19,71,0,71000
20,33,0,71000
# number of cargoes
80
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,2,3,4,5,6,8,9,10,11,12,13,16,17,18,19,20,21,22,23,25,26,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,49,51,52,53,54,56,57,58,59,61,62,63,64,65,66,67,68,69,72,74,75,76,78,79,80
2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80
3,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80
4,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,45,47,48,49,51,52,53,54,55,56,57,58,59,61,62,63,64,65,67,68,69,71,72,73,74,75,76,77,78,79,80
5,1,2,3,4,5,6,8,9,10,12,13,16,18,19,20,21,22,25,26,28,29,30,31,33,35,36,37,38,39,41,42,43,44,45,49,51,52,53,54,56,57,58,59,61,62,63,64,65,67,68,69,75,76,78,80
6,1,2,3,4,6,8,9,10,11,13,16,17,18,19,20,21,22,26,28,29,30,31,32,33,35,36,37,39,41,42,43,44,45,49,52,53,54,56,57,58,59,61,62,63,64,65,67,68,69,72,75,76,78,80
7,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,45,47,48,49,51,52,53,54,55,56,57,58,59,61,62,63,64,65,67,68,69,71,72,73,74,75,76,77,78,79,80
8,1,2,3,4,5,6,8,9,10,11,12,13,16,17,18,19,20,21,22,25,26,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,49,51,52,53,54,56,57,58,59,61,62,63,64,65,66,67,68,69,72,75,76,78,80
9,1,2,3,4,5,6,8,9,10,13,16,19,20,21,22,25,29,30,31,33,35,36,37,42,43,44,49,52,53,54,56,57,58,59,62,63,64,65,67,68,69,75,76,78
10,1,2,3,4,5,6,8,9,10,11,12,13,16,17,18,19,20,21,22,23,25,26,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,49,51,52,53,54,56,57,58,59,61,62,63,64,65,66,67,68,69,72,75,76,78,79,80
11,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,45,47,48,49,52,53,54,55,56,57,58,59,61,62,63,64,65,67,68,69,71,72,73,74,75,76,77,78,79,80
12,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80
13,1,2,3,4,7,8,9,10,11,13,17,18,20,21,22,23,25,26,29,30,31,32,35,40,41,45,52,53,54,56,58,61,62,65,71,72,74,75,76,78,79,80
14,1,2,3,4,7,8,9,10,11,13,14,15,17,18,20,21,22,23,24,25,26,29,30,31,32,35,41,45,52,53,54,55,56,58,60,61,62,65,70,71,72,74,75,76,78,79,80
15,1,2,3,4,7,8,9,10,11,13,14,15,17,18,20,21,22,23,24,25,26,29,30,31,32,35,41,45,52,53,54,55,56,58,60,61,62,65,70,71,72,74,75,76,78,79,80
16,1,2,3,4,7,8,9,10,11,13,17,18,20,21,22,23,25,26,29,30,31,32,35,40,41,45,52,53,54,56,58,61,62,65,71,72,74,75,76,78,79,80
17,1,2,3,4,7,8,9,10,11,13,17,18,20,21,22,23,25,26,29,30,31,32,35,40,41,45,52,53,54,56,58,61,62,65,71,72,74,75,76,78,79,80
18,1,2,3,4,8,9,10,11,13,17,18,20,21,22,25,26,29,30,31,32,35,41,45,52,53,54,56,58,61,62,65,72,75,76,78,80
19,1,2,3,4,7,8,9,10,11,13,15,17,18,20,21,22,23,24,25,26,29,30,31,32,35,41,45,52,53,54,55,56,58,61,62,65,71,72,74,75,76,78,79,80
20,1,2,3,4,7,8,9,10,11,13,17,18,20,21,22,23,25,26,29,30,31,32,35,41,45,52,53,54,55,56,58,61,62,65,71,72,74,75,76,78,79,80
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
5,44,39,748,1132930
6,44,39,748,1132930
7,44,39,748,1132930
8,44,39,748,1132930
9,44,39,748,1132930
10,44,39,748,1132930
11,44,39,748,1132930
12,44,39,748,1132930
13,44,39,748,934239
14,44,39,748,934239
15,44,39,748,934239
16,44,39,748,934239
17,44,39,748,934239
18,44,39,748,934239
19,44,39,748,934239
20,44,39,748,934239
1,44,40,10,14935
2,44,40,10,14935
3,44,40,10,14935
4,44,40,10,14935
5,44,40,10,14935
6,44,40,10,14935
7,44,40,10,14935
8,44,40,10,14935
9,44,40,10,14935
10,44,40,10,14935
11,44,40,10,14935
12,44,40,10,14935
13,44,40,10,12316
14,44,40,10,12316
15,44,40,10,12316
16,44,40,10,12316
17,44,40,10,12316
18,44,40,10,12316
19,44,40,10,12316
20,44,40,10,12316
1,44,41,3,4895
2,44,41,3,4895
3,44,41,3,4895
4,44,41,3,4895
5,44,41,3,4895
6,44,41,3,4895
7,44,41,3,4895
8,44,41,3,4895
9,44,41,3,4895
10,44,41,3,4895
11,44,41,3,4895
12,44,41,3,4895
13,44,41,3,4036
14,44,41,3,4036
15,44,41,3,4036
16,44,41,3,4036
17,44,41,3,4036
18,44,41,3,4036
19,44,41,3,4036
20,44,41,3,4036
1,44,42,61,92629
2,44,42,61,92629
3,44,42,61,92629
4,44,42,61,92629
5,44,42,61,92629
6,44,42,61,92629
7,44,42,61,92629
8,44,42,61,92629
9,44,42,61,92629
10,44,42,61,92629
11,44,42,61,92629
12,44,42,61,92629
13,44,42,61,76384
14,44,42,61,76384
15,44,42,61,76384
16,44,42,61,76384
17,44,42,61,76384
18,44,42,61,76384
19,44,42,61,76384
20,44,42,61,76384
1,44,43,38,57444
2,44,43,38,57444
3,44,43,38,57444
4,44,43,38,57444
5,44,43,38,57444
6,44,43,38,57444
7,44,43,38,57444
8,44,43,38,57444
9,44,43,38,57444
10,44,43,38,57444
11,44,43,38,57444
12,44,43,38,57444
13,44,43,38,47369
14,44,43,38,47369
15,44,43,38,47369
16,44,43,38,47369
17,44,43,38,47369
18,44,43,38,47369
19,44,43,38,47369
20,44,43,38,47369
1,44,44,0,0
2,44,44,0,0
3,44,44,0,0
4,44,44,0,0
5,44,44,0,0
6,44,44,0,0
7,44,44,0,0
8,44,44,0,0
9,44,44,0,0
10,44,44,0,0
11,44,44,0,0
12,44,44,0,0
13,44,44,0,0
14,44,44,0,0
15,44,44,0,0
16,44,44,0,0
17,44,44,0,0
18,44,44,0,0
19,44,44,0,0
20,44,44,0,0
1,44,45,47,70899
2,44,45,47,70899
3,44,45,47,70899
4,44,45,47,70899
5,44,45,47,70899
6,44,45,47,70899
7,44,45,47,70899
8,44,45,47,70899
9,44,45,47,70899
10,44,45,47,70899
11,44,45,47,70899
12,44,45,47,70899
13,44,45,47,58465
14,44,45,47,58465
15,44,45,47,58465
16,44,45,47,58465
17,44,45,47,58465
18,44,45,47,58465
19,44,45,47,58465
20,44,45,47,58465
1,44,46,33,49932
2,44,46,33,49932
3,44,46,33,49932
4,44,46,33,49932
5,44,46,33,49932
6,44,46,33,49932
7,44,46,33,49932
8,44,46,33,49932
9,44,46,33,49932
10,44,46,33,49932
11,44,46,33,49932
12,44,46,33,49932
13,44,46,33,41175
14,44,46,33,41175
15,44,46,33,41175
16,44,46,33,41175
17,44,46,33,41175
18,44,46,33,41175
19,44,46,33,41175
20,44,46,33,41175
1,44,47,27,40959
2,44,47,27,40959
3,44,47,27,40959
4,44,47,27,40959
5,44,47,27,40959
6,44,47,27,40959
7,44,47,27,40959
8,44,47,27,40959
9,44,47,27,40959
10,44,47,27,40959
11,44,47,27,40959
12,44,47,27,40959
13,44,47,27,33776
14,44,47,27,33776
15,44,47,27,33776
16,44,47,27,33776
17,44,47,27,33776
18,44,47,27,33776
19,44,47,27,33776
20,44,47,27,33776
1,44,48,69,103998
2,44,48,69,103998
3,44,48,69,103998
4,44,48,69,103998
5,44,48,69,103998
6,44,48,69,103998
7,44,48,69,103998
8,44,48,69,103998
9,44,48,69,103998
10,44,48,69,103998
11,44,48,69,103998
12,44,48,69,103998
13,44,48,69,85759
14,44,48,69,85759
15,44,48,69,85759
16,44,48,69,85759
17,44,48,69,85759
18,44,48,69,85759
19,44,48,69,85759
20,44,48,69,85759
1,44,49,7,9920
2,44,49,7,9920
3,44,49,7,9920
4,44,49,7,9920
5,44,49,7,9920
6,44,49,7,9920
7,44,49,7,9920
8,44,49,7,9920
9,44,49,7,9920
10,44,49,7,9920
11,44,49,7,9920
12,44,49,7,9920
13,44,49,7,8180
14,44,49,7,8180
15,44,49,7,8180
16,44,49,7,8180
17,44,49,7,8180
18,44,49,7,8180
19,44,49,7,8180
20,44,49,7,8180
1,44,50,2,3293
2,44,50,2,3293
3,44,50,2,3293
4,44,50,2,3293
5,44,50,2,3293
6,44,50,2,3293
7,44,50,2,3293
8,44,50,2,3293
9,44,50,2,3293
10,44,50,2,3293
11,44,50,2,3293
12,44,50,2,3293
13,44,50,2,2716
14,44,50,2,2716
15,44,50,2,2716
16,44,50,2,2716
17,44,50,2,2716
18,44,50,2,2716
19,44,50,2,2716
20,44,50,2,2716
1,44,51,39,59576
2,44,51,39,59576
3,44,51,39,59576
4,44,51,39,59576
5,44,51,39,59576
6,44,51,39,59576
7,44,51,39,59576
8,44,51,39,59576
9,44,51,39,59576
10,44,51,39,59576
11,44,51,39,59576
12,44,51,39,59576
13,44,51,39,49127
14,44,51,39,49127
15,44,51,39,49127
16,44,51,39,49127
17,44,51,39,49127
18,44,51,39,49127
19,44,51,39,49127
20,44,51,39,49127
1,44,52,63,94690
2,44,52,63,94690
3,44,52,63,94690
4,44,52,63,94690
5,44,52,63,94690
6,44,52,63,94690
7,44,52,63,94690
8,44,52,63,94690
9,44,52,63,94690
10,44,52,63,94690
11,44,52,63,94690
12,44,52,63,94690
13,44,52,63,78084
14,44,52,63,78084
15,44,52,63,78084
16,44,52,63,78084
17,44,52,63,78084
18,44,52,63,78084
19,44,52,63,78084
20,44,52,63,78084
1,44,53,29,43587
2,44,53,29,43587
3,44,53,29,43587
4,44,53,29,43587
5,44,53,29,43587
6,44,53,29,43587
7,44,53,29,43587
8,44,53,29,43587
9,44,53,29,43587
10,44,53,29,43587
11,44,53,29,43587
12,44,53,29,43587
13,44,53,29,35943
14,44,53,29,35943
15,44,53,29,35943
16,44,53,29,35943
17,44,53,29,35943
18,44,53,29,35943
19,44,53,29,35943
20,44,53,29,35943
1,44,54,7,10117
2,44,54,7,10117
3,44,54,7,10117
4,44,54,7,10117
5,44,54,7,10117
6,44,54,7,10117
7,44,54,7,10117
8,44,54,7,10117
9,44,54,7,10117
10,44,54,7,10117
11,44,54,7,10117
12,44,54,7,10117
13,44,54,7,8343
14,44,54,7,8343
15,44,54,7,8343
16,44,54,7,8343
17,44,54,7,8343
18,44,54,7,8343
19,44,54,7,8343
20,44,54,7,8343
1,44,55,73,110187
2,44,55,73,110187
3,44,55,73,110187
4,44,55,73,110187
5,44,55,73,110187
6,44,55,73,110187
7,44,55,73,110187
8,44,55,73,110187
9,44,55,73,110187
10,44,55,73,110187
11,44,55,73,110187
12,44,55,73,110187
13,44,55,73,90863
14,44,55,73,90863
15,44,55,73,90863
16,44,55,73,90863
17,44,55,73,90863
18,44,55,73,90863
19,44,55,73,90863
20,44,55,73,90863
1,44,56,5,7209
2,44,56,5,7209
3,44,56,5,7209
4,44,56,5,7209
5,44,56,5,7209
6,44,56,5,7209
7,44,56,5,7209
8,44,56,5,7209
9,44,56,5,7209
10,44,56,5,7209
11,44,56,5,7209
12,44,56,5,7209
13,44,56,5,5945
14,44,56,5,5945
15,44,56,5,5945
16,44,56,5,5945
17,44,56,5,5945
18,44,56,5,5945
19,44,56,5,5945
20,44,56,5,5945
1,44,57,39,59658
2,44,57,39,59658
3,44,57,39,59658
4,44,57,39,59658
5,44,57,39,59658
6,44,57,39,59658
7,44,57,39,59658
8,44,57,39,59658
9,44,57,39,59658
10,44,57,39,59658
11,44,57,39,59658
12,44,57,39,59658
13,44,57,39,49195
14,44,57,39,49195
15,44,57,39,49195
16,44,57,39,49195
17,44,57,39,49195
18,44,57,39,49195
19,44,57,39,49195
20,44,57,39,49195
1,44,58,76,115861
2,44,58,76,115861
3,44,58,76,115861
4,44,58,76,115861
5,44,58,76,115861
6,44,58,76,115861
7,44,58,76,115861
8,44,58,76,115861
9,44,58,76,115861
10,44,58,76,115861
11,44,58,76,115861
12,44,58,76,115861
13,44,58,76,95542
14,44,58,76,95542
15,44,58,76,95542
16,44,58,76,95542
17,44,58,76,95542
18,44,58,76,95542
19,44,58,76,95542
20,44,58,76,95542
1,44,59,672,1017470
2,44,59,672,1017470
3,44,59,672,1017470
4,44,59,672,1017470
5,44,59,672,1017470
6,44,59,672,1017470
7,44,59,672,1017470
8,44,59,672,1017470
9,44,59,672,1017470
10,44,59,672,1017470
11,44,59,672,1017470
12,44,59,672,1017470
13,44,59,672,839028
14,44,59,672,839028
15,44,59,672,839028
16,44,59,672,839028
17,44,59,672,839028
18,44,59,672,839028
19,44,59,672,839028
20,44,59,672,839028
1,44,60,621,940263
2,44,60,621,940263
3,44,60,621,940263
4,44,60,621,940263
5,44,60,621,940263
6,44,60,621,940263
7,44,60,621,940263
8,44,60,621,940263
9,44,60,621,940263
10,44,60,621,940263
11,44,60,621,940263
12,44,60,621,940263
13,44,60,621,775362
14,44,60,621,775362
15,44,60,621,775362
16,44,60,621,775362
17,44,60,621,775362
18,44,60,621,775362
19,44,60,621,775362
20,44,60,621,775362
1,44,61,676,1024086
2,44,61,676,1024086
3,44,61,676,1024086
4,44,61,676,1024086
5,44,61,676,1024086
6,44,61,676,1024086
7,44,61,676,1024086
8,44,61,676,1024086
9,44,61,676,1024086
10,44,61,676,1024086
11,44,61,676,1024086
12,44,61,676,1024086
13,44,61,676,844484
14,44,61,676,844484
15,44,61,676,844484
16,44,61,676,844484
17,44,61,676,844484
18,44,61,676,844484
19,44,61,676,844484
20,44,61,676,844484
1,44,62,657,994473
2,44,62,657,994473
3,44,62,657,994473
4,44,62,657,994473
5,44,62,657,994473
6,44,62,657,994473
7,44,62,657,994473
8,44,62,657,994473
9,44,62,657,994473
10,44,62,657,994473
11,44,62,657,994473
12,44,62,657,994473
13,44,62,657,820064
14,44,62,657,820064
15,44,62,657,820064
16,44,62,657,820064
17,44,62,657,820064
18,44,62,657,820064
19,44,62,657,820064
20,44,62,657,820064
1,44,63,637,964488
2,44,63,637,964488
3,44,63,637,964488
4,44,63,637,964488
5,44,63,637,964488
6,44,63,637,964488
7,44,63,637,964488
8,44,63,637,964488
9,44,63,637,964488
10,44,63,637,964488
11,44,63,637,964488
12,44,63,637,964488
13,44,63,637,795337
14,44,63,637,795337
15,44,63,637,795337
16,44,63,637,795337
17,44,63,637,795337
18,44,63,637,795337
19,44,63,637,795337
20,44,63,637,795337
1,44,64,679,1028898
2,44,64,679,1028898
3,44,64,679,1028898
4,44,64,679,1028898
5,44,64,679,1028898
6,44,64,679,1028898
7,44,64,679,1028898
8,44,64,679,1028898
9,44,64,679,1028898
10,44,64,679,1028898
11,44,64,679,1028898
12,44,64,679,1028898
13,44,64,679,848452
14,44,64,679,848452
15,44,64,679,848452
16,44,64,679,848452
17,44,64,679,848452
18,44,64,679,848452
19,44,64,679,848452
20,44,64,679,848452
1,44,65,634,960649
2,44,65,634,960649
3,44,65,634,960649
4,44,65,634,960649
5,44,65,634,960649
6,44,65,634,960649
7,44,65,634,960649
8,44,65,634,960649
9,44,65,634,960649
10,44,65,634,960649
11,44,65,634,960649
12,44,65,634,960649
13,44,65,634,792172
14,44,65,634,792172
15,44,65,634,792172
16,44,65,634,792172
17,44,65,634,792172
18,44,65,634,792172
19,44,65,634,792172
20,44,65,634,792172
1,44,66,626,948412
2,44,66,626,948412
3,44,66,626,948412
4,44,66,626,948412
5,44,66,626,948412
6,44,66,626,948412
7,44,66,626,948412
8,44,66,626,948412
9,44,66,626,948412
10,44,66,626,948412
11,44,66,626,948412
12,44,66,626,948412
13,44,66,626,782081
14,44,66,626,782081
15,44,66,626,782081
16,44,66,626,782081
17,44,66,626,782081
18,44,66,626,782081
19,44,66,626,782081
20,44,66,626,782081
1,44,67,595,901810
2,44,67,595,901810
3,44,67,595,901810
4,44,67,595,901810
5,44,67,595,901810
6,44,67,595,901810
7,44,67,595,901810
8,44,67,595,901810
9,44,67,595,901810
10,44,67,595,901810
11,44,67,595,901810
12,44,67,595,901810
13,44,67,595,743652
14,44,67,595,743652
15,44,67,595,743652
16,44,67,595,743652
17,44,67,595,743652
18,44,67,595,743652
19,44,67,595,743652
20,44,67,595,743652
1,44,68,637,965348
2,44,68,637,965348
3,44,68,637,965348
4,44,68,637,965348
5,44,68,637,965348
6,44,68,637,965348
7,44,68,637,965348
8,44,68,637,965348
9,44,68,637,965348
10,44,68,637,965348
11,44,68,637,965348
12,44,68,637,965348
13,44,68,637,796047
14,44,68,637,796047
15,44,68,637,796047
16,44,68,637,796047
17,44,68,637,796047
18,44,68,637,796047
19,44,68,637,796047
20,44,68,637,796047
1,44,69,155,234632
2,44,69,155,234632
3,44,69,155,234632
4,44,69,155,234632
5,44,69,155,234632
6,44,69,155,234632
7,44,69,155,234632
8,44,69,155,234632
9,44,69,155,234632
10,44,69,155,234632
11,44,69,155,234632
12,44,69,155,234632
13,44,69,155,193482
14,44,69,155,193482
15,44,69,155,193482
16,44,69,155,193482
17,44,69,155,193482
18,44,69,155,193482
19,44,69,155,193482
20,44,69,155,193482
1,44,70,993,1504585
2,44,70,993,1504585
3,44,70,993,1504585
4,44,70,993,1504585
5,44,70,993,1504585
6,44,70,993,1504585
7,44,70,993,1504585
8,44,70,993,1504585
9,44,70,993,1504585
10,44,70,993,1504585
11,44,70,993,1504585
12,44,70,993,1504585
13,44,70,735,918210
14,44,70,735,918210
15,44,70,735,918210
16,44,70,735,918210
17,44,70,735,918210
18,44,70,735,918210
19,44,70,735,918210
20,44,70,735,918210
1,44,71,927,1403628
2,44,71,927,1403628
3,44,71,927,1403628
4,44,71,927,1403628
5,44,71,927,1403628
6,44,71,927,1403628
7,44,71,927,1403628
8,44,71,927,1403628
9,44,71,927,1403628
10,44,71,927,1403628
11,44,71,927,1403628
12,44,71,927,1403628
13,44,71,739,923337
14,44,71,739,923337
15,44,71,739,923337
16,44,71,739,923337
17,44,71,739,923337
18,44,71,739,923337
19,44,71,739,923337
20,44,71,739,923337
1,44,72,350,530018
2,44,72,350,530018
3,44,72,350,530018
4,44,72,350,530018
5,44,72,350,530018
6,44,72,350,530018
7,44,72,350,530018
8,44,72,350,530018
9,44,72,350,530018
10,44,72,350,530018
11,44,72,350,530018
12,44,72,350,530018
13,44,72,350,437065
14,44,72,350,437065
15,44,72,350,437065
16,44,72,350,437065
17,44,72,350,437065
18,44,72,350,437065
19,44,72,350,437065
20,44,72,350,437065
1,44,73,398,602654
2,44,73,398,602654
3,44,73,398,602654
4,44,73,398,602654
5,44,73,398,602654
6,44,73,398,602654
7,44,73,398,602654
8,44,73,398,602654
9,44,73,398,602654
10,44,73,398,602654
11,44,73,398,602654
12,44,73,398,602654
13,44,73,398,496962
14,44,73,398,496962
15,44,73,398,496962
16,44,73,398,496962
17,44,73,398,496962
18,44,73,398,496962
19,44,73,398,496962
20,44,73,398,496962
1,44,74,399,604214
2,44,74,399,604214
3,44,74,399,604214
4,44,74,399,604214
5,44,74,399,604214
6,44,74,399,604214
7,44,74,399,604214
8,44,74,399,604214
9,44,74,399,604214
10,44,74,399,604214
11,44,74,399,604214
12,44,74,399,604214
13,44,74,399,498248
14,44,74,399,498248
15,44,74,399,498248
16,44,74,399,498248
17,44,74,399,498248
18,44,74,399,498248
19,44,74,399,498248
20,44,74,399,498248
1,44,75,350,530768
2,44,75,350,530768
3,44,75,350,530768
4,44,75,350,530768
5,44,75,350,530768
6,44,75,350,530768
7,44,75,350,530768
8,44,75,350,530768
9,44,75,350,530768
10,44,75,350,530768
11,44,75,350,530768
12,44,75,350,530768
13,44,75,350,437683
14,44,75,350,437683
15,44,75,350,437683
16,44,75,350,437683
17,44,75,350,437683
18,44,75,350,437683
19,44,75,350,437683
20,44,75,350,437683
1,44,76,346,524213
2,44,76,346,524213
3,44,76,346,524213
4,44,76,346,524213
5,44,76,346,524213
6,44,76,346,524213
7,44,76,346,524213
8,44,76,346,524213
9,44,76,346,524213
10,44,76,346,524213
11,44,76,346,524213
12,44,76,346,524213
13,44,76,346,432278
14,44,76,346,432278
15,44,76,346,432278
16,44,76,346,432278
17,44,76,346,432278
18,44,76,346,432278
19,44,76,346,432278
20,44,76,346,432278
1,44,77,349,528524
2,44,77,349,528524
3,44,77,349,528524
4,44,77,349,528524
5,44,77,349,528524
6,44,77,349,528524
7,44,77,349,528524
8,44,77,349,528524
9,44,77,349,528524
10,44,77,349,528524
11,44,77,349,528524
12,44,77,349,528524
13,44,77,349,435833
14,44,77,349,435833
15,44,77,349,435833
16,44,77,349,435833
17,44,77,349,435833
18,44,77,349,435833
19,44,77,349,435833
20,44,77,349,435833
1,44,78,358,542868
2,44,78,358,542868
3,44,78,358,542868
4,44,78,358,542868
5,44,78,358,542868
6,44,78,358,542868
7,44,78,358,542868
8,44,78,358,542868
9,44,78,358,542868
10,44,78,358,542868
11,44,78,358,542868
12,44,78,358,542868
13,44,78,358,447661
14,44,78,358,447661
15,44,78,358,447661
16,44,78,358,447661
17,44,78,358,447661
18,44,78,358,447661
19,44,78,358,447661
20,44,78,358,447661
1,44,79,377,571089
2,44,79,377,571089
3,44,79,377,571089
4,44,79,377,571089
5,44,79,377,571089
6,44,79,377,571089
7,44,79,377,571089
8,44,79,377,571089
9,44,79,377,571089
10,44,79,377,571089
11,44,79,377,571089
12,44,79,377,571089
13,44,79,377,470933
14,44,79,377,470933
15,44,79,377,470933
16,44,79,377,470933
17,44,79,377,470933
18,44,79,377,470933
19,44,79,377,470933
20,44,79,377,470933
1,44,80,349,529016
2,44,80,349,529016
3,44,80,349,529016
4,44,80,349,529016
5,44,80,349,529016
6,44,80,349,529016
7,44,80,349,529016
8,44,80,349,529016
9,44,80,349,529016
10,44,80,349,529016
11,44,80,349,529016
12,44,80,349,529016
13,44,80,349,436238
14,44,80,349,436238
15,44,80,349,436238
16,44,80,349,436238
17,44,80,349,436238
18,44,80,349,436238
19,44,80,349,436238
20,44,80,349,436238
1,44,81,358,542409
2,44,81,358,542409
3,44,81,358,542409
4,44,81,358,542409
5,44,81,358,542409
6,44,81,358,542409
7,44,81,358,542409
8,44,81,358,542409
9,44,81,358,542409
10,44,81,358,542409
11,44,81,358,542409
12,44,81,358,542409
13,44,81,358,447283
14,44,81,358,447283
15,44,81,358,447283
16,44,81,358,447283
17,44,81,358,447283
18,44,81,358,447283
19,44,81,358,447283
20,44,81,358,447283
1,44,82,642,972315
2,44,82,642,972315
3,44,82,642,972315
4,44,82,642,972315
5,44,82,642,972315
6,44,82,642,972315
7,44,82,642,972315
8,44,82,642,972315
9,44,82,642,972315
10,44,82,642,972315
11,44,82,642,972315
12,44,82,642,972315
13,44,82,642,801792
14,44,82,642,801792
15,44,82,642,801792
16,44,82,642,801792
17,44,82,642,801792
18,44,82,642,801792
19,44,82,642,801792
20,44,82,642,801792
1,44,83,742,1123500
2,44,83,742,1123500
3,44,83,742,1123500
4,44,83,742,1123500
5,44,83,742,1123500
6,44,83,742,1123500
7,44,83,742,1123500
8,44,83,742,1123500
9,44,83,742,1123500
10,44,83,742,1123500
11,44,83,742,1123500
12,44,83,742,1123500
13,44,83,742,926463
14,44,83,742,926463
15,44,83,742,926463
16,44,83,742,926463
17,44,83,742,926463
18,44,83,742,926463
19,44,83,742,926463
20,44,83,742,926463
1,44,84,950,1438648
2,44,84,950,1438648
3,44,84,950,1438648
4,44,84,950,1438648
5,44,84,950,1438648
6,44,84,950,1438648
7,44,84,950,1438648
8,44,84,950,1438648
9,44,84,950,1438648
10,44,84,950,1438648
11,44,84,950,1438648
12,44,84,950,1438648
13,44,84,656,819120
14,44,84,656,819120
15,44,84,656,819120
16,44,84,656,819120
17,44,84,656,819120
18,44,84,656,819120
19,44,84,656,819120
20,44,84,656,819120
1,44,85,691,1046722
2,44,85,691,1046722
3,44,85,691,1046722
4,44,85,691,1046722
5,44,85,691,1046722
6,44,85,691,1046722
7,44,85,691,1046722
8,44,85,691,1046722
9,44,85,691,1046722
10,44,85,691,1046722
11,44,85,691,1046722
12,44,85,691,1046722
13,44,85,691,863150
14,44,85,691,863150
15,44,85,691,863150
16,44,85,691,863150
17,44,85,691,863150
18,44,85,691,863150
19,44,85,691,863150
20,44,85,691,863150
1,44,86,497,752132
2,44,86,497,752132
3,44,86,497,752132
4,44,86,497,752132
5,44,86,497,752132
6,44,86,497,752132
7,44,86,497,752132
8,44,86,497,752132
9,44,86,497,752132
10,44,86,497,752132
11,44,86,497,752132
12,44,86,497,752132
13,44,86,497,620225
14,44,86,497,620225
15,44,86,497,620225
16,44,86,497,620225
17,44,86,497,620225
18,44,86,497,620225
19,44,86,497,620225
20,44,86,497,620225
1,45,1,292,441613
2,45,1,292,441613
3,45,1,292,441613
4,45,1,292,441613
5,45,1,292,441613
6,45,1,292,441613
7,45,1,292,441613
8,45,1,292,441613
9,45,1,292,441613
10,45,1,292,441613
11,45,1,292,441613
12,45,1,292,441613
13,45,1,292,364163
14,45,1,292,364163
15,45,1,292,364163
16,45,1,292,364163
17,45,1,292,364163
18,45,1,292,364163
19,45,1,292,364163
20,45,1,292,364163
1,45,2,365,552109
2,45,2,365,552109
3,45,2,365,552109
4,45,2,365,552109
5,45,2,365,552109
6,45,2,365,552109
7,45,2,365,552109
8,45,2,365,552109
9,45,2,365,552109
10,45,2,365,552109
11,45,2,365,552109
12,45,2,365,552109
13,45,2,365,455281
14,45,2,365,455281
15,45,2,365,455281
16,45,2,365,455281
17,45,2,365,455281
18,45,2,365,455281
19,45,2,365,455281
20,45,2,365,455281
1,45,3,721,1091748
2,45,3,721,1091748
3,45,3,721,1091748
4,45,3,721,1091748
5,45,3,721,1091748
6,45,3,721,1091748
7,45,3,721,1091748
8,45,3,721,1091748
9,45,3,721,1091748
10,45,3,721,1091748
11,45,3,721,1091748
12,45,3,721,1091748
13,45,3,721,900279
14,45,3,721,900279
15,45,3,721,900279
