#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 1 (=SHORTSEA)
# Vessel types: 2,3
# Vessel count: 15,15
# Number of cargoes: 70
# Cargo sizes: 4
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 5 (out of 5)
#----------------------------------------------------------------

# number of ports
39
# number of vessels
30
# for each vessel: vessel index, home port, starting time, capacity
1,8,53,100
2,13,70,100
3,31,78,100
4,14,0,100
5,12,0,100
6,12,0,100
7,27,0,100
8,38,47,100
9,19,0,100
10,17,47,100
11,24,113,100
12,32,0,100
13,9,185,100
14,31,80,100
15,16,0,100
16,22,217,100
17,19,45,100
18,3,56,100
19,37,150,100
20,20,218,100
21,20,209,100
22,28,0,100
23,36,0,100
24,24,100,100
25,6,21,100
26,27,284,100
27,4,0,100
28,30,0,100
29,34,0,100
30,37,0,100
# number of cargoes
70
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,3,4,7,9,10,11,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,64,65,68,70
2,1,3,4,9,10,11,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,64,65,66,68,70
3,1,3,4,8,9,10,11,13,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,57,59,60,62,63,64,65,66,68,70
4,1,2,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,57,58,59,60,62,63,64,65,66,67,68,69,70
5,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
6,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
7,1,2,3,4,7,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,59,60,62,63,64,65,66,67,68,70
8,1,3,4,8,10,13,16,17,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,59,60,62,64,68,70
9,1,2,3,4,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,59,60,62,63,64,65,66,67,68,70
10,1,2,3,4,7,9,10,11,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,59,60,62,63,65,68,70
11,1,3,4,10,11,13,16,17,18,19,20,21,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,60,62,63,68,70
12,1,2,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,57,58,59,60,62,63,64,65,66,67,68,69,70
13,1,3,4,10,11,13,16,19,20,21,23,24,26,27,29,30,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,60,62,63,68,70
14,1,3,4,8,9,10,11,13,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,64,65,66,68,70
15,1,2,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,57,58,59,60,62,63,64,65,66,67,68,69,70
16,1,3,4,10,13,16,19,20,21,23,24,26,27,29,30,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,60,62,63,68,70
17,1,3,4,9,10,11,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,65,67,68,70
18,1,3,4,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,65,68,70
19,1,3,4,10,13,16,19,20,21,23,24,26,27,29,32,33,35,36,38,41,44,45,46,47,49,50,51,52,54,56,60,62,68,70
20,1,3,4,10,13,16,17,19,20,21,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,60,62,68,70
21,1,3,4,10,13,16,17,19,20,21,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,60,62,68,70
22,1,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,54,56,57,58,59,60,62,63,64,65,66,67,68,69,70
23,1,3,4,5,8,10,13,16,17,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,53,54,55,56,57,59,60,62,63,64,66,68,70
24,1,3,4,10,11,13,16,17,18,19,20,21,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,60,62,63,65,68,70
25,1,3,4,7,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,64,65,66,67,68,70
26,1,3,4,10,13,16,20,21,23,24,26,27,29,30,32,33,35,36,38,41,43,44,46,47,49,50,52,56,60,62,68,70
27,1,3,4,5,6,8,9,10,11,13,14,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,41,43,44,45,46,47,49,50,51,52,53,54,55,56,57,59,60,61,62,63,64,65,66,68,69,70
28,1,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,68,69,70
29,1,3,4,5,8,10,13,16,17,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,57,59,60,62,63,64,66,68,70
30,1,3,4,5,8,10,13,16,17,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,59,60,62,64,68,70
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
20,33,27,164,109823
21,33,27,164,109823
22,33,27,164,109823
23,33,27,164,109823
24,33,27,164,109823
25,33,27,164,109823
26,33,27,164,109823
27,33,27,164,109823
28,33,27,164,109823
29,33,27,164,109823
30,33,27,164,109823
1,33,28,68,39990
2,33,28,68,39990
3,33,28,68,39990
4,33,28,68,39990
5,33,28,68,39990
6,33,28,68,39990
7,33,28,68,39990
8,33,28,68,39990
9,33,28,68,39990
10,33,28,68,39990
11,33,28,68,39990
12,33,28,68,39990
13,33,28,68,39990
14,33,28,68,39990
15,33,28,68,39990
16,33,28,82,54805
17,33,28,82,54805
18,33,28,82,54805
19,33,28,82,54805
20,33,28,82,54805
21,33,28,82,54805
22,33,28,82,54805
23,33,28,82,54805
24,33,28,82,54805
25,33,28,82,54805
26,33,28,82,54805
27,33,28,82,54805
28,33,28,82,54805
29,33,28,82,54805
30,33,28,82,54805
1,33,29,47,27963
2,33,29,47,27963
3,33,29,47,27963
4,33,29,47,27963
5,33,29,47,27963
6,33,29,47,27963
7,33,29,47,27963
8,33,29,47,27963
9,33,29,47,27963
10,33,29,47,27963
11,33,29,47,27963
12,33,29,47,27963
13,33,29,47,27963
14,33,29,47,27963
15,33,29,47,27963
16,33,29,57,38323
17,33,29,57,38323
18,33,29,57,38323
19,33,29,57,38323
20,33,29,57,38323
21,33,29,57,38323
22,33,29,57,38323
23,33,29,57,38323
24,33,29,57,38323
25,33,29,57,38323
26,33,29,57,38323
27,33,29,57,38323
28,33,29,57,38323
29,33,29,57,38323
30,33,29,57,38323
1,33,30,54,31758
2,33,30,54,31758
3,33,30,54,31758
4,33,30,54,31758
5,33,30,54,31758
6,33,30,54,31758
7,33,30,54,31758
8,33,30,54,31758
9,33,30,54,31758
10,33,30,54,31758
11,33,30,54,31758
12,33,30,54,31758
13,33,30,54,31758
14,33,30,54,31758
15,33,30,54,31758
16,33,30,65,43523
17,33,30,65,43523
18,33,30,65,43523
19,33,30,65,43523
20,33,30,65,43523
21,33,30,65,43523
22,33,30,65,43523
23,33,30,65,43523
24,33,30,65,43523
25,33,30,65,43523
26,33,30,65,43523
27,33,30,65,43523
28,33,30,65,43523
29,33,30,65,43523
30,33,30,65,43523
1,33,31,34,19939
2,33,31,34,19939
3,33,31,34,19939
4,33,31,34,19939
5,33,31,34,19939
6,33,31,34,19939
7,33,31,34,19939
8,33,31,34,19939
9,33,31,34,19939
10,33,31,34,19939
11,33,31,34,19939
12,33,31,34,19939
13,33,31,34,19939
14,33,31,34,19939
15,33,31,34,19939
16,33,31,41,27326
17,33,31,41,27326
18,33,31,41,27326
19,33,31,41,27326
20,33,31,41,27326
21,33,31,41,27326
22,33,31,41,27326
23,33,31,41,27326
24,33,31,41,27326
25,33,31,41,27326
26,33,31,41,27326
27,33,31,41,27326
28,33,31,41,27326
29,33,31,41,27326
30,33,31,41,27326
1,33,32,101,59569
2,33,32,101,59569
3,33,32,101,59569
4,33,32,101,59569
5,33,32,101,59569
6,33,32,101,59569
7,33,32,101,59569
8,33,32,101,59569
9,33,32,101,59569
10,33,32,101,59569
11,33,32,101,59569
12,33,32,101,59569
13,33,32,101,59569
14,33,32,101,59569
15,33,32,101,59569
16,33,32,122,81637
17,33,32,122,81637
18,33,32,122,81637
19,33,32,122,81637
20,33,32,122,81637
21,33,32,122,81637
22,33,32,122,81637
23,33,32,122,81637
24,33,32,122,81637
25,33,32,122,81637
26,33,32,122,81637
27,33,32,122,81637
28,33,32,122,81637
29,33,32,122,81637
30,33,32,122,81637
1,33,33,0,0
2,33,33,0,0
3,33,33,0,0
4,33,33,0,0
5,33,33,0,0
6,33,33,0,0
7,33,33,0,0
8,33,33,0,0
9,33,33,0,0
10,33,33,0,0
11,33,33,0,0
12,33,33,0,0
13,33,33,0,0
14,33,33,0,0
15,33,33,0,0
16,33,33,0,0
17,33,33,0,0
18,33,33,0,0
19,33,33,0,0
20,33,33,0,0
21,33,33,0,0
22,33,33,0,0
23,33,33,0,0
24,33,33,0,0
25,33,33,0,0
26,33,33,0,0
27,33,33,0,0
28,33,33,0,0
29,33,33,0,0
30,33,33,0,0
1,33,34,65,38066
2,33,34,65,38066
3,33,34,65,38066
4,33,34,65,38066
5,33,34,65,38066
6,33,34,65,38066
7,33,34,65,38066
8,33,34,65,38066
9,33,34,65,38066
10,33,34,65,38066
11,33,34,65,38066
12,33,34,65,38066
13,33,34,65,38066
14,33,34,65,38066
15,33,34,65,38066
16,33,34,78,52169
17,33,34,78,52169
18,33,34,78,52169
19,33,34,78,52169
20,33,34,78,52169
21,33,34,78,52169
22,33,34,78,52169
23,33,34,78,52169
24,33,34,78,52169
25,33,34,78,52169
26,33,34,78,52169
27,33,34,78,52169
28,33,34,78,52169
29,33,34,78,52169
30,33,34,78,52169
1,33,35,100,59230
2,33,35,100,59230
3,33,35,100,59230
4,33,35,100,59230
5,33,35,100,59230
6,33,35,100,59230
7,33,35,100,59230
8,33,35,100,59230
9,33,35,100,59230
10,33,35,100,59230
11,33,35,100,59230
12,33,35,100,59230
13,33,35,100,59230
14,33,35,100,59230
15,33,35,100,59230
16,33,35,121,81172
17,33,35,121,81172
18,33,35,121,81172
19,33,35,121,81172
20,33,35,121,81172
21,33,35,121,81172
22,33,35,121,81172
23,33,35,121,81172
24,33,35,121,81172
25,33,35,121,81172
26,33,35,121,81172
27,33,35,121,81172
28,33,35,121,81172
29,33,35,121,81172
30,33,35,121,81172
1,33,36,62,36457
2,33,36,62,36457
3,33,36,62,36457
4,33,36,62,36457
5,33,36,62,36457
6,33,36,62,36457
7,33,36,62,36457
8,33,36,62,36457
9,33,36,62,36457
10,33,36,62,36457
11,33,36,62,36457
12,33,36,62,36457
13,33,36,62,36457
14,33,36,62,36457
15,33,36,62,36457
16,33,36,75,49963
17,33,36,75,49963
18,33,36,75,49963
19,33,36,75,49963
20,33,36,75,49963
21,33,36,75,49963
22,33,36,75,49963
23,33,36,75,49963
24,33,36,75,49963
25,33,36,75,49963
26,33,36,75,49963
27,33,36,75,49963
28,33,36,75,49963
29,33,36,75,49963
30,33,36,75,49963
1,33,37,117,68991
2,33,37,117,68991
3,33,37,117,68991
4,33,37,117,68991
5,33,37,117,68991
6,33,37,117,68991
7,33,37,117,68991
8,33,37,117,68991
9,33,37,117,68991
10,33,37,117,68991
11,33,37,117,68991
12,33,37,117,68991
13,33,37,117,68991
14,33,37,117,68991
15,33,37,117,68991
16,33,37,141,94551
17,33,37,141,94551
18,33,37,141,94551
19,33,37,141,94551
20,33,37,141,94551
21,33,37,141,94551
22,33,37,141,94551
23,33,37,141,94551
24,33,37,141,94551
25,33,37,141,94551
26,33,37,141,94551
27,33,37,141,94551
28,33,37,141,94551
29,33,37,141,94551
30,33,37,141,94551
1,33,38,112,65817
2,33,38,112,65817
3,33,38,112,65817
4,33,38,112,65817
5,33,38,112,65817
6,33,38,112,65817
7,33,38,112,65817
8,33,38,112,65817
9,33,38,112,65817
10,33,38,112,65817
11,33,38,112,65817
12,33,38,112,65817
13,33,38,112,65817
14,33,38,112,65817
15,33,38,112,65817
16,33,38,135,90201
17,33,38,135,90201
18,33,38,135,90201
19,33,38,135,90201
20,33,38,135,90201
21,33,38,135,90201
22,33,38,135,90201
23,33,38,135,90201
24,33,38,135,90201
25,33,38,135,90201
26,33,38,135,90201
27,33,38,135,90201
28,33,38,135,90201
29,33,38,135,90201
30,33,38,135,90201
1,33,39,63,37229
2,33,39,63,37229
3,33,39,63,37229
4,33,39,63,37229
5,33,39,63,37229
6,33,39,63,37229
7,33,39,63,37229
8,33,39,63,37229
9,33,39,63,37229
10,33,39,63,37229
11,33,39,63,37229
12,33,39,63,37229
13,33,39,63,37229
14,33,39,63,37229
15,33,39,63,37229
16,33,39,76,51021
17,33,39,76,51021
18,33,39,76,51021
19,33,39,76,51021
20,33,39,76,51021
21,33,39,76,51021
22,33,39,76,51021
23,33,39,76,51021
24,33,39,76,51021
25,33,39,76,51021
26,33,39,76,51021
27,33,39,76,51021
28,33,39,76,51021
29,33,39,76,51021
30,33,39,76,51021
1,34,1,168,98988
2,34,1,168,98988
3,34,1,168,98988
4,34,1,168,98988
5,34,1,168,98988
6,34,1,168,98988
7,34,1,168,98988
8,34,1,168,98988
9,34,1,168,98988
10,34,1,168,98988
11,34,1,168,98988
12,34,1,168,98988
13,34,1,168,98988
14,34,1,168,98988
15,34,1,168,98988
16,34,1,203,135660
17,34,1,203,135660
18,34,1,203,135660
19,34,1,203,135660
20,34,1,203,135660
21,34,1,203,135660
22,34,1,203,135660
23,34,1,203,135660
24,34,1,203,135660
25,34,1,203,135660
26,34,1,203,135660
27,34,1,203,135660
28,34,1,203,135660
29,34,1,203,135660
30,34,1,203,135660
1,34,2,119,70193
2,34,2,119,70193
3,34,2,119,70193
4,34,2,119,70193
5,34,2,119,70193
6,34,2,119,70193
7,34,2,119,70193
8,34,2,119,70193
9,34,2,119,70193
10,34,2,119,70193
11,34,2,119,70193
12,34,2,119,70193
13,34,2,119,70193
14,34,2,119,70193
15,34,2,119,70193
16,34,2,144,96197
17,34,2,144,96197
18,34,2,144,96197
19,34,2,144,96197
20,34,2,144,96197
21,34,2,144,96197
22,34,2,144,96197
23,34,2,144,96197
24,34,2,144,96197
25,34,2,144,96197
26,34,2,144,96197
27,34,2,144,96197
28,34,2,144,96197
29,34,2,144,96197
30,34,2,144,96197
1,34,3,153,90502
2,34,3,153,90502
3,34,3,153,90502
4,34,3,153,90502
5,34,3,153,90502
6,34,3,153,90502
7,34,3,153,90502
8,34,3,153,90502
9,34,3,153,90502
10,34,3,153,90502
11,34,3,153,90502
12,34,3,153,90502
13,34,3,153,90502
14,34,3,153,90502
15,34,3,153,90502
16,34,3,185,124030
17,34,3,185,124030
18,34,3,185,124030
19,34,3,185,124030
20,34,3,185,124030
21,34,3,185,124030
22,34,3,185,124030
23,34,3,185,124030
24,34,3,185,124030
25,34,3,185,124030
26,34,3,185,124030
27,34,3,185,124030
28,34,3,185,124030
29,34,3,185,124030
30,34,3,185,124030
1,34,4,44,25962
2,34,4,44,25962
3,34,4,44,25962
4,34,4,44,25962
5,34,4,44,25962
6,34,4,44,25962
7,34,4,44,25962
8,34,4,44,25962
9,34,4,44,25962
10,34,4,44,25962
11,34,4,44,25962
12,34,4,44,25962
13,34,4,44,25962
14,34,4,44,25962
15,34,4,44,25962
16,34,4,53,35580
17,34,4,53,35580
18,34,4,53,35580
19,34,4,53,35580
20,34,4,53,35580
21,34,4,53,35580
22,34,4,53,35580
23,34,4,53,35580
24,34,4,53,35580
25,34,4,53,35580
26,34,4,53,35580
27,34,4,53,35580
28,34,4,53,35580
29,34,4,53,35580
30,34,4,53,35580
1,34,5,147,86929
2,34,5,147,86929
3,34,5,147,86929
4,34,5,147,86929
5,34,5,147,86929
6,34,5,147,86929
7,34,5,147,86929
8,34,5,147,86929
9,34,5,147,86929
10,34,5,147,86929
11,34,5,147,86929
12,34,5,147,86929
13,34,5,147,86929
14,34,5,147,86929
15,34,5,147,86929
16,34,5,178,119134
17,34,5,178,119134
18,34,5,178,119134
19,34,5,178,119134
20,34,5,178,119134
21,34,5,178,119134
22,34,5,178,119134
23,34,5,178,119134
24,34,5,178,119134
25,34,5,178,119134
26,34,5,178,119134
27,34,5,178,119134
28,34,5,178,119134
29,34,5,178,119134
30,34,5,178,119134
1,34,6,152,89861
2,34,6,152,89861
3,34,6,152,89861
4,34,6,152,89861
5,34,6,152,89861
6,34,6,152,89861
7,34,6,152,89861
8,34,6,152,89861
9,34,6,152,89861
10,34,6,152,89861
11,34,6,152,89861
12,34,6,152,89861
13,34,6,152,89861
14,34,6,152,89861
15,34,6,152,89861
16,34,6,184,123151
17,34,6,184,123151
18,34,6,184,123151
19,34,6,184,123151
20,34,6,184,123151
21,34,6,184,123151
22,34,6,184,123151
23,34,6,184,123151
24,34,6,184,123151
25,34,6,184,123151
26,34,6,184,123151
27,34,6,184,123151
28,34,6,184,123151
29,34,6,184,123151
30,34,6,184,123151
1,34,7,149,87885
2,34,7,149,87885
3,34,7,149,87885
4,34,7,149,87885
5,34,7,149,87885
6,34,7,149,87885
7,34,7,149,87885
8,34,7,149,87885
9,34,7,149,87885
10,34,7,149,87885
11,34,7,149,87885
12,34,7,149,87885
13,34,7,149,87885
14,34,7,149,87885
15,34,7,149,87885
16,34,7,180,120443
17,34,7,180,120443
18,34,7,180,120443
19,34,7,180,120443
20,34,7,180,120443
21,34,7,180,120443
22,34,7,180,120443
23,34,7,180,120443
24,34,7,180,120443
25,34,7,180,120443
26,34,7,180,120443
27,34,7,180,120443
28,34,7,180,120443
29,34,7,180,120443
30,34,7,180,120443
1,34,8,171,100629
2,34,8,171,100629
3,34,8,171,100629
4,34,8,171,100629
5,34,8,171,100629
6,34,8,171,100629
7,34,8,171,100629
8,34,8,171,100629
9,34,8,171,100629
10,34,8,171,100629
11,34,8,171,100629
12,34,8,171,100629
13,34,8,171,100629
14,34,8,171,100629
15,34,8,171,100629
16,34,8,206,137909
17,34,8,206,137909
18,34,8,206,137909
19,34,8,206,137909
20,34,8,206,137909
21,34,8,206,137909
22,34,8,206,137909
23,34,8,206,137909
24,34,8,206,137909
25,34,8,206,137909
26,34,8,206,137909
27,34,8,206,137909
28,34,8,206,137909
29,34,8,206,137909
30,34,8,206,137909
1,34,9,212,125328
2,34,9,212,125328
3,34,9,212,125328
4,34,9,212,125328
5,34,9,212,125328
6,34,9,212,125328
7,34,9,212,125328
8,34,9,212,125328
9,34,9,212,125328
10,34,9,212,125328
11,34,9,212,125328
12,34,9,212,125328
13,34,9,212,125328
14,34,9,212,125328
15,34,9,212,125328
16,34,9,257,171758
17,34,9,257,171758
18,34,9,257,171758
19,34,9,257,171758
20,34,9,257,171758
21,34,9,257,171758
22,34,9,257,171758
23,34,9,257,171758
24,34,9,257,171758
25,34,9,257,171758
26,34,9,257,171758
27,34,9,257,171758
28,34,9,257,171758
29,34,9,257,171758
30,34,9,257,171758
1,34,10,60,35481
2,34,10,60,35481
3,34,10,60,35481
4,34,10,60,35481
5,34,10,60,35481
6,34,10,60,35481
7,34,10,60,35481
8,34,10,60,35481
9,34,10,60,35481
10,34,10,60,35481
11,34,10,60,35481
12,34,10,60,35481
13,34,10,60,35481
14,34,10,60,35481
15,34,10,60,35481
16,34,10,73,48626
17,34,10,73,48626
18,34,10,73,48626
19,34,10,73,48626
20,34,10,73,48626
21,34,10,73,48626
22,34,10,73,48626
23,34,10,73,48626
24,34,10,73,48626
25,34,10,73,48626
26,34,10,73,48626
27,34,10,73,48626
28,34,10,73,48626
29,34,10,73,48626
30,34,10,73,48626
1,34,11,68,39941
2,34,11,68,39941
3,34,11,68,39941
4,34,11,68,39941
5,34,11,68,39941
6,34,11,68,39941
7,34,11,68,39941
8,34,11,68,39941
9,34,11,68,39941
10,34,11,68,39941
11,34,11,68,39941
12,34,11,68,39941
13,34,11,68,39941
14,34,11,68,39941
15,34,11,68,39941
16,34,11,82,54738
17,34,11,82,54738
18,34,11,82,54738
19,34,11,82,54738
20,34,11,82,54738
21,34,11,82,54738
22,34,11,82,54738
23,34,11,82,54738
24,34,11,82,54738
25,34,11,82,54738
26,34,11,82,54738
27,34,11,82,54738
28,34,11,82,54738
29,34,11,82,54738
30,34,11,82,54738
1,34,12,126,74139
2,34,12,126,74139
3,34,12,126,74139
4,34,12,126,74139
5,34,12,126,74139
6,34,12,126,74139
7,34,12,126,74139
8,34,12,126,74139
9,34,12,126,74139
10,34,12,126,74139
11,34,12,126,74139
12,34,12,126,74139
13,34,12,126,74139
14,34,12,126,74139
15,34,12,126,74139
16,34,12,152,101605
17,34,12,152,101605
18,34,12,152,101605
19,34,12,152,101605
20,34,12,152,101605
21,34,12,152,101605
22,34,12,152,101605
23,34,12,152,101605
24,34,12,152,101605
25,34,12,152,101605
26,34,12,152,101605
27,34,12,152,101605
28,34,12,152,101605
29,34,12,152,101605
30,34,12,152,101605
1,34,13,126,74208
2,34,13,126,74208
3,34,13,126,74208
4,34,13,126,74208
5,34,13,126,74208
6,34,13,126,74208
7,34,13,126,74208
8,34,13,126,74208
9,34,13,126,74208
10,34,13,126,74208
11,34,13,126,74208
12,34,13,126,74208
13,34,13,126,74208
14,34,13,126,74208
15,34,13,126,74208
16,34,13,152,101700
17,34,13,152,101700
18,34,13,152,101700
19,34,13,152,101700
20,34,13,152,101700
21,34,13,152,101700
22,34,13,152,101700
23,34,13,152,101700
24,34,13,152,101700
25,34,13,152,101700
26,34,13,152,101700
27,34,13,152,101700
28,34,13,152,101700
29,34,13,152,101700
30,34,13,152,101700
1,34,14,146,86417
2,34,14,146,86417
3,34,14,146,86417
4,34,14,146,86417
5,34,14,146,86417
6,34,14,146,86417
7,34,14,146,86417
8,34,14,146,86417
9,34,14,146,86417
10,34,14,146,86417
11,34,14,146,86417
12,34,14,146,86417
13,34,14,146,86417
14,34,14,146,86417
15,34,14,146,86417
16,34,14,177,118431
17,34,14,177,118431
18,34,14,177,118431
19,34,14,177,118431
20,34,14,177,118431
21,34,14,177,118431
22,34,14,177,118431
23,34,14,177,118431
24,34,14,177,118431
25,34,14,177,118431
26,34,14,177,118431
27,34,14,177,118431
28,34,14,177,118431
29,34,14,177,118431
30,34,14,177,118431
1,34,15,163,96108
2,34,15,163,96108
3,34,15,163,96108
4,34,15,163,96108
5,34,15,163,96108
6,34,15,163,96108
7,34,15,163,96108
8,34,15,163,96108
9,34,15,163,96108
10,34,15,163,96108
11,34,15,163,96108
12,34,15,163,96108
13,34,15,163,96108
14,34,15,163,96108
15,34,15,163,96108
16,34,15,197,131714
17,34,15,197,131714
18,34,15,197,131714
19,34,15,197,131714
20,34,15,197,131714
21,34,15,197,131714
22,34,15,197,131714
23,34,15,197,131714
24,34,15,197,131714
25,34,15,197,131714
26,34,15,197,131714
27,34,15,197,131714
28,34,15,197,131714
29,34,15,197,131714
30,34,15,197,131714
1,34,16,150,88657
2,34,16,150,88657
3,34,16,150,88657
4,34,16,150,88657
5,34,16,150,88657
6,34,16,150,88657
7,34,16,150,88657
8,34,16,150,88657
9,34,16,150,88657
10,34,16,150,88657
11,34,16,150,88657
12,34,16,150,88657
13,34,16,150,88657
14,34,16,150,88657
15,34,16,150,88657
16,34,16,182,121502
17,34,16,182,121502
18,34,16,182,121502
19,34,16,182,121502
20,34,16,182,121502
21,34,16,182,121502
22,34,16,182,121502
23,34,16,182,121502
24,34,16,182,121502
25,34,16,182,121502
26,34,16,182,121502
27,34,16,182,121502
28,34,16,182,121502
29,34,16,182,121502
30,34,16,182,121502
1,34,17,194,114323
2,34,17,194,114323
3,34,17,194,114323
4,34,17,194,114323
5,34,17,194,114323
6,34,17,194,114323
7,34,17,194,114323
8,34,17,194,114323
9,34,17,194,114323
10,34,17,194,114323
11,34,17,194,114323
12,34,17,194,114323
13,34,17,194,114323
14,34,17,194,114323
15,34,17,194,114323
16,34,17,234,156676
17,34,17,234,156676
18,34,17,234,156676
19,34,17,234,156676
20,34,17,234,156676
21,34,17,234,156676
22,34,17,234,156676
23,34,17,234,156676
24,34,17,234,156676
25,34,17,234,156676
26,34,17,234,156676
27,34,17,234,156676
28,34,17,234,156676
29,34,17,234,156676
30,34,17,234,156676
1,34,18,215,126869
2,34,18,215,126869
3,34,18,215,126869
4,34,18,215,126869
5,34,18,215,126869
6,34,18,215,126869
7,34,18,215,126869
8,34,18,215,126869
9,34,18,215,126869
10,34,18,215,126869
11,34,18,215,126869
12,34,18,215,126869
13,34,18,215,126869
14,34,18,215,126869
15,34,18,215,126869
16,34,18,260,173869
17,34,18,260,173869
18,34,18,260,173869
19,34,18,260,173869
20,34,18,260,173869
21,34,18,260,173869
22,34,18,260,173869
23,34,18,260,173869
24,34,18,260,173869
25,34,18,260,173869
26,34,18,260,173869
27,34,18,260,173869
28,34,18,260,173869
29,34,18,260,173869
30,34,18,260,173869
1,34,19,180,105913
2,34,19,180,105913
3,34,19,180,105913
4,34,19,180,105913
5,34,19,180,105913
6,34,19,180,105913
7,34,19,180,105913
8,34,19,180,105913
9,34,19,180,105913
10,34,19,180,105913
11,34,19,180,105913
12,34,19,180,105913
13,34,19,180,105913
14,34,19,180,105913
15,34,19,180,105913
16,34,19,217,145150
17,34,19,217,145150
18,34,19,217,145150
19,34,19,217,145150
20,34,19,217,145150
21,34,19,217,145150
22,34,19,217,145150
23,34,19,217,145150
24,34,19,217,145150
25,34,19,217,145150
26,34,19,217,145150
27,34,19,217,145150
28,34,19,217,145150
29,34,19,217,145150
30,34,19,217,145150
1,34,20,81,47634
2,34,20,81,47634
